exp_id,symbols,strategies,entry_mode,mkt_order,metric,min_goodness,mean_goodness,min_return_pct,mean_return_pct,min_sortino,best_lookback,best_switch,best_sit_out,best_selection,status
no_nyt_prod7_nonyt_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7_nonyt,edge_rank,False,sharpe,-1.5306,-0.7367,-0.7589,-0.4306,-1.1046,18,0.0,-0.002,sticky,done
no_nyt_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7_nonyt,first_trigger,False,sharpe,-1.5306,-0.7367,-0.7589,-0.4306,-1.1046,18,0.0,-0.001,sticky,done
no_nyt_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7_nonyt,first_trigger,False,sharpe,-1.5306,-0.7367,-0.7589,-0.4306,-1.1046,18,0.0,-0.002,sticky,done
prod7_prod7_nonyt_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7_nonyt,edge_rank,False,sharpe,-1.5306,-0.7367,-0.7589,-0.4306,-1.1046,18,0.0,-0.001,sticky,done
prod7_prod7_nonyt_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7_nonyt,edge_rank,False,sharpe,-1.5306,-0.7367,-0.7589,-0.4306,-1.1046,18,0.0,-0.002,sticky,done
prod7_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7_nonyt,first_trigger,False,sharpe,-1.5321,-0.7380,-0.7589,-0.4306,-1.1046,18,0.0,-0.001,sticky,done
prod7_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7_nonyt,first_trigger,False,sharpe,-1.5321,-0.7380,-0.7589,-0.4306,-1.1046,18,0.0,-0.002,sticky,done
add_tsla_prod7_nonyt_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,edge_rank,False,sharpe,-1.5624,-0.7016,-0.7586,-0.4046,-1.1378,18,0.0,-0.001,sticky,done
add_tsla_prod7_nonyt_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,edge_rank,False,sharpe,-1.5624,-0.7016,-0.7586,-0.4046,-1.1378,18,0.0,-0.002,sticky,done
add_tsla_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,first_trigger,False,sharpe,-1.5624,-0.7016,-0.7586,-0.4046,-1.1378,18,0.0,-0.001,sticky,done
add_tsla_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,first_trigger,False,sharpe,-1.5624,-0.7016,-0.7586,-0.4046,-1.1378,18,0.0,-0.002,sticky,done
add_meta_prod7_nonyt_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7_nonyt,edge_rank,True,sharpe,-1.7277,-0.6839,-0.6252,-0.1995,-1.0326,14,0.0,-0.001,sticky,done
add_msft_prod7_nonyt_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7_nonyt,edge_rank,True,sharpe,-1.7277,-0.6838,-0.6252,-0.1995,-1.0326,14,0.0,-0.001,sticky,done
add_aapl_prod7_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7,first_trigger,False,sharpe,-1.7884,0.1064,-0.4410,0.0411,-1.9963,18,0.0,-0.001,sticky,done
add_aapl_prod7_nonyt_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_nonyt,edge_rank,True,sharpe,-1.7981,-0.6767,-0.6445,-0.1897,-1.0660,14,0.0,-0.001,sticky,done
add_aapl_prod7_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7,first_trigger,False,sharpe,-1.8069,0.1035,-0.4410,0.0411,-2.0185,18,0.0,-0.002,sticky,done
add_aapl_core5_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",core5,edge_rank,False,sharpe,-1.8103,-0.3285,-0.4410,-0.1127,-2.0185,18,0.0,-0.001,sticky,done
add_aapl_core5_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",core5,edge_rank,False,sharpe,-1.8103,-0.3285,-0.4410,-0.1127,-2.0185,18,0.0,-0.002,sticky,done
add_aapl_prod7_all_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_all,edge_rank,True,sharpe,-1.9910,-1.3063,-0.8502,-0.5483,-1.0223,14,0.0,-0.001,sticky,done
add_meta_prod7_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7,edge_rank,True,sharpe,-2.3343,-1.2390,-0.9032,-0.4902,-1.4859,16,0.005,-0.001,sticky,done
add_msft_prod7_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7,edge_rank,True,sharpe,-2.3343,-1.2384,-0.9032,-0.4902,-1.4859,16,0.005,-0.001,sticky,done
add_aapl_core5_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",core5,edge_rank,True,sharpe,-2.4449,-1.6968,-1.0864,-0.7644,-1.3730,14,0.0,-0.001,sticky,done
add_aapl_prod7_wd07_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_wd07,edge_rank,True,sharpe,-2.5416,-1.8724,-1.1522,-0.8468,-1.3699,14,0.0,-0.001,sticky,done
no_nyt_prod7_nonyt_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7_nonyt,edge_rank,True,sharpe,-2.5761,-1.8322,-1.1391,-0.8091,-1.4769,14,0.0,-0.001,sticky,done
prod7_prod7_nonyt_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7_nonyt,edge_rank,True,sharpe,-2.5776,-1.8344,-1.1391,-0.8091,-1.4769,14,0.0,-0.001,sticky,done
add_tsla_prod7_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,edge_rank,True,sharpe,-2.6664,-1.8392,-1.1073,-0.7815,-1.8006,18,0.0,-0.001,sticky,done
add_tsla_prod7_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,edge_rank,True,sharpe,-2.6664,-1.8392,-1.1073,-0.7815,-1.8006,18,0.0,-0.002,sticky,done
add_tsla_prod7_nonyt_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,edge_rank,True,sharpe,-2.6670,-1.8076,-1.1073,-0.7705,-1.8006,18,0.0,-0.001,sticky,done
add_tsla_prod7_nonyt_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,edge_rank,True,sharpe,-2.6670,-1.8076,-1.1073,-0.7705,-1.8006,18,0.0,-0.002,sticky,done
no_nyt_prod7_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7,edge_rank,True,sharpe,-2.8854,-2.1847,-1.2377,-0.9010,-1.9898,18,0.0,-0.001,sticky,done
no_nyt_prod7_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7,edge_rank,True,sharpe,-2.8854,-2.1847,-1.2377,-0.9010,-1.9898,18,0.0,-0.002,sticky,done
no_nyt_prod7_nonyt_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7_nonyt,edge_rank,True,sharpe,-2.8854,-2.1847,-1.2377,-0.9010,-1.9898,18,0.0,-0.002,sticky,done
prod7_prod7_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7,edge_rank,True,sharpe,-2.8854,-2.1847,-1.2377,-0.9010,-1.9898,18,0.0,-0.001,sticky,done
prod7_prod7_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7,edge_rank,True,sharpe,-2.8854,-2.1847,-1.2377,-0.9010,-1.9898,18,0.0,-0.002,sticky,done
prod7_prod7_nonyt_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7_nonyt,edge_rank,True,sharpe,-2.8875,-2.1864,-1.2377,-0.9010,-1.9898,18,0.0,-0.002,sticky,done
add_meta_prod7_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7,edge_rank,True,sharpe,-3.0748,-1.7621,-1.1397,-0.7279,-2.3793,18,0.0,-0.002,sticky,done
add_meta_prod7_nonyt_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7_nonyt,edge_rank,True,sharpe,-3.0748,-1.7621,-1.1397,-0.7279,-2.3793,18,0.0,-0.002,sticky,done
add_msft_prod7_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7,edge_rank,True,sharpe,-3.0748,-1.7612,-1.1397,-0.7279,-2.3793,18,0.0,-0.002,sticky,done
add_msft_prod7_nonyt_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7_nonyt,edge_rank,True,sharpe,-3.0748,-1.7612,-1.1397,-0.7279,-2.3793,18,0.0,-0.002,sticky,done
add_net_prod7_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,edge_rank,True,sharpe,-3.0748,-1.7621,-1.1397,-0.7279,-2.3793,18,0.0,-0.001,sticky,done
add_net_prod7_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,edge_rank,True,sharpe,-3.0748,-1.7621,-1.1397,-0.7279,-2.3793,18,0.0,-0.002,sticky,done
add_aapl_core5_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",core5,edge_rank,True,sharpe,-3.1130,-2.3242,-1.3752,-1.0385,-2.0532,18,0.0,-0.002,sticky,done
add_aapl_prod7_nonyt_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_nonyt,edge_rank,True,sharpe,-3.1352,-1.7274,-1.1590,-0.7179,-2.4009,18,0.0,-0.002,sticky,done
add_aapl_prod7_nonyt_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_nonyt,edge_rank,False,sharpe,-3.1795,-1.8417,-1.3554,-0.8733,-2.2999,18,0.0,-0.001,sticky,done
add_aapl_prod7_nonyt_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_nonyt,edge_rank,False,sharpe,-3.1795,-1.8417,-1.3554,-0.8733,-2.2999,18,0.0,-0.002,sticky,done
add_aapl_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_nonyt,first_trigger,False,sharpe,-3.1815,-1.8454,-1.3554,-0.8733,-2.2999,18,0.0,-0.001,sticky,done
add_aapl_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_nonyt,first_trigger,False,sharpe,-3.1815,-1.8454,-1.3554,-0.8733,-2.2999,18,0.0,-0.002,sticky,done
add_aapl_prod7_all_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_all,edge_rank,False,sharpe,-3.2132,-2.5066,-1.5165,-1.2639,-1.9273,16,0.0,-0.001,sticky,done
add_aapl_prod7_all_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_all,edge_rank,False,sharpe,-3.2132,-2.5066,-1.5165,-1.2639,-1.9273,16,0.0,-0.002,sticky,done
add_aapl_prod7_all_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_all,first_trigger,False,sharpe,-3.2140,-2.5096,-1.5165,-1.2639,-1.9273,16,0.0,-0.001,sticky,done
add_aapl_prod7_all_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_all,first_trigger,False,sharpe,-3.2140,-2.5096,-1.5165,-1.2639,-1.9273,16,0.0,-0.002,sticky,done
add_aapl_prod7_all_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_all,edge_rank,True,sharpe,-3.9920,-3.2728,-1.7004,-1.3712,-2.6933,18,0.0,-0.002,sticky,done
add_aapl_prod7_wd07_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_wd07,edge_rank,True,sharpe,-4.1037,-3.3784,-1.7348,-1.4023,-2.7638,18,0.0,-0.002,sticky,done
add_tsla_prod7_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,first_trigger,False,sharpe,-4.2755,-2.1599,-1.8020,-1.0994,-2.8876,14,0.0,-0.001,sticky,done
no_nyt_prod7_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7,edge_rank,False,sharpe,-4.2755,-2.3314,-1.8094,-1.1574,-2.8876,14,0.0,-0.001,sticky,done
no_nyt_prod7_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7,first_trigger,False,sharpe,-4.2755,-2.3314,-1.8094,-1.1574,-2.8876,14,0.0,-0.001,sticky,done
prod7_prod7_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7,edge_rank,False,sharpe,-4.2755,-2.3314,-1.8094,-1.1574,-2.8876,14,0.0,-0.001,sticky,done
prod7_prod7_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7,first_trigger,False,sharpe,-4.2755,-2.3314,-1.8094,-1.1574,-2.8876,14,0.0,-0.001,sticky,done
add_tsla_prod7_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,edge_rank,False,sharpe,-4.2990,-3.8831,-1.7979,-1.5741,-3.4933,14,0.0,-0.001,sticky,done
add_net_prod7_nonyt_emedgerank_mkt1_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,edge_rank,True,sharpe,-4.3268,-3.5483,-1.7008,-1.4612,-3.3011,14,0.0,-0.001,sticky,done
add_net_prod7_nonyt_emedgerank_mkt1_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,edge_rank,True,sharpe,-4.3268,-3.7314,-1.8204,-1.5409,-3.3011,16,0.0,-0.002,sticky,done
add_tsla_prod7_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,edge_rank,False,sharpe,-4.4052,-4.0079,-1.9763,-1.6876,-3.6562,20,0.0,-0.002,sticky,done
add_tsla_prod7_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,first_trigger,False,sharpe,-4.4793,-2.2903,-1.9804,-1.2113,-2.8359,20,0.0,-0.002,sticky,done
no_nyt_prod7_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7,edge_rank,False,sharpe,-4.4793,-2.4504,-1.9878,-1.2693,-2.8359,20,0.0,-0.002,sticky,done
no_nyt_prod7_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH",prod7,first_trigger,False,sharpe,-4.4793,-2.4504,-1.9878,-1.2693,-2.8359,20,0.0,-0.002,sticky,done
prod7_prod7_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7,edge_rank,False,sharpe,-4.4793,-2.4504,-1.9878,-1.2693,-2.8359,20,0.0,-0.002,sticky,done
prod7_prod7_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NYT",prod7,first_trigger,False,sharpe,-4.4793,-2.4504,-1.9878,-1.2693,-2.8359,20,0.0,-0.002,sticky,done
add_tsla_prod7_emedgerank_mkt1_metp10_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,edge_rank,True,p10,-5.0712,-4.5591,-2.3727,-1.8388,-3.2492,22,0.0,0.0,winner,done
add_net_prod7_emedgerank_mkt0_metp10_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,edge_rank,False,p10,-6.3223,-3.5582,-3.5761,-2.2800,-2.9144,18,0.0,0.0,sticky,done
add_net_prod7_emedgerank_mkt0_metp10_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,edge_rank,False,p10,-6.3223,-3.5582,-3.5761,-2.2800,-2.9144,18,0.0,0.0,sticky,done
add_net_prod7_emfirsttrigger_mkt0_metp10_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,first_trigger,False,p10,-6.3223,-3.5582,-3.5761,-2.2800,-2.9144,18,0.0,0.0,sticky,done
add_net_prod7_emfirsttrigger_mkt0_metp10_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,first_trigger,False,p10,-6.3223,-3.5582,-3.5761,-2.2800,-2.9144,18,0.0,0.0,sticky,done
add_tsla_prod7_nonyt_emedgerank_mkt1_metp10_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,edge_rank,True,p10,-6.3928,-4.5820,-3.1721,-2.1452,-3.4455,22,0.0,-0.001,winner,done
add_net_prod7_nonyt_emedgerank_mkt0_metp10_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,edge_rank,False,p10,-6.4877,-3.3192,-3.7499,-2.1688,-2.8590,22,0.0025,0.0,sticky,done
add_net_prod7_nonyt_emedgerank_mkt0_metp10_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,edge_rank,False,p10,-6.4877,-3.3192,-3.7499,-2.1688,-2.8590,22,0.0025,0.0,sticky,done
add_net_prod7_nonyt_emfirsttrigger_mkt0_metp10_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,first_trigger,False,p10,-6.5096,-3.3280,-3.7499,-2.1688,-2.8802,22,0.0025,0.0,sticky,done
add_net_prod7_nonyt_emfirsttrigger_mkt0_metp10_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,first_trigger,False,p10,-6.5107,-3.3287,-3.7499,-2.1688,-2.8802,22,0.0025,0.0,sticky,done
add_meta_prod7_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7,edge_rank,False,sharpe,-6.9000,-5.5324,-2.4827,-2.3047,-5.2009,20,0.0,-0.001,sticky,done
add_meta_prod7_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7,edge_rank,False,sharpe,-6.9000,-5.5324,-2.4827,-2.3047,-5.2009,20,0.0,-0.002,sticky,done
add_meta_prod7_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7,first_trigger,False,sharpe,-6.9011,-5.5334,-2.4827,-2.3047,-5.2009,20,0.0,-0.001,sticky,done
add_meta_prod7_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,META",prod7,first_trigger,False,sharpe,-6.9011,-5.5334,-2.4827,-2.3047,-5.2009,20,0.0,-0.002,sticky,done
add_msft_prod7_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7,edge_rank,False,sharpe,-6.9011,-4.8394,-2.4827,-2.0170,-5.2009,20,0.0,-0.001,sticky,done
add_msft_prod7_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7,edge_rank,False,sharpe,-6.9011,-4.8394,-2.4827,-2.0170,-5.2009,20,0.0,-0.002,sticky,done
add_msft_prod7_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7,first_trigger,False,sharpe,-6.9011,-4.8394,-2.4827,-2.0170,-5.2009,20,0.0,-0.001,sticky,done
add_msft_prod7_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,MSFT",prod7,first_trigger,False,sharpe,-6.9011,-4.8394,-2.4827,-2.0170,-5.2009,20,0.0,-0.002,sticky,done
add_net_prod7_nonyt_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,edge_rank,False,sharpe,-8.1257,-5.4766,-4.6145,-3.1485,-3.6007,18,0.0,-0.001,sticky,done
add_net_prod7_nonyt_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,edge_rank,False,sharpe,-8.1524,-5.4949,-4.6145,-3.1485,-3.6274,18,0.0,-0.002,sticky,done
add_net_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,first_trigger,False,sharpe,-8.1555,-5.4972,-4.6145,-3.1485,-3.6274,18,0.0,-0.001,sticky,done
add_net_prod7_nonyt_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7_nonyt,first_trigger,False,sharpe,-8.1555,-5.4972,-4.6145,-3.1485,-3.6274,18,0.0,-0.002,sticky,done
add_tsla_prod7_emedgerank_mkt1_metp10_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7,edge_rank,True,p10,-8.5247,-6.6704,-4.2475,-3.1151,-4.2876,18,0.0075,0.0,sticky,done
add_tsla_prod7_nonyt_emedgerank_mkt1_metp10_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,TSLA",prod7_nonyt,edge_rank,True,p10,-8.5476,-6.3617,-4.2475,-2.9964,-4.3106,18,0.0075,0.0,sticky,done
add_net_prod7_emedgerank_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,edge_rank,False,sharpe,-11.5977,-9.6852,-6.0784,-4.7967,-5.7569,14,0.0,-0.001,sticky,done
add_net_prod7_emfirsttrigger_mkt0_metsharpe_fast,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,first_trigger,False,sharpe,-11.5977,-9.6852,-6.0784,-4.7967,-5.7569,14,0.0,-0.001,sticky,done
add_net_prod7_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,edge_rank,False,sharpe,-11.8269,-9.8179,-6.1704,-4.7195,-6.3008,16,0.0,-0.002,sticky,done
add_net_prod7_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,NET",prod7,first_trigger,False,sharpe,-11.8269,-9.8179,-6.1704,-4.7195,-6.3008,16,0.0,-0.002,sticky,done
add_aapl_prod7_wd07_emedgerank_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_wd07,edge_rank,False,sharpe,-11.9092,-8.2267,-5.8639,-3.6988,-6.1629,16,0.0,-0.002,sticky,done
add_aapl_prod7_wd07_emfirsttrigger_mkt0_metsharpe_fine,"NVDA,PLTR,GOOG,DBX,TRIP,MTCH,AAPL",prod7_wd07,first_trigger,False,sharpe,-11.9092,-8.2267,-5.8639,-3.6988,-6.1629,16,0.0,-0.002,sticky,done
